Builder,Pedal,Catalog Type,Pedal Info,Picture,PRP Complete,Research Record
Cajita Stompboxes,Dr Boogie VN Hi Gain Mesa Boogie,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 136/dr-boogie-vn-hi-gain-mesa-boogie.md
Cajita Stompboxes,FBASSDRIVE,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 137/fbassdrive.md
Cajita Stompboxes,Fuzz RBmuff - TBmuff,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 137/fuzz-rbmuff-tbmuff.md
Cajita Stompboxes,Fuzz Womut,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 137/fuzz-womut.md
Cajita Stompboxes,Overdrive Bb.pre,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 137/overdrive-bb-pre.md
Cajita Stompboxes,Overdrive Shoc más booster,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 137/overdrive-shoc-mas-booster.md
Cajita Stompboxes,Preamp 5150 tipo Peavey,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 138/preamp-5150-tipo-peavey.md
Cajita Stompboxes,Preamp Overdrive Matchbox,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 138/preamp-overdrive-matchbox.md
Cajita Stompboxes,TS09 TS08 Overdrive Tube Screamer,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 138/ts09-ts08-overdrive-tube-screamer.md
Cajita Stompboxes,VMT Distorsion de Bajo con Blend,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 138/vmt-distorsion-de-bajo-con-blend.md
Calangary Pedals,Kalagondang Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 138/kalagondang-fuzz.md
Calangary Pedals,Zaladin Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 139/zaladin-fuzz.md
California (by Eleca),CDT-1 Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 139/cdt-1-distortion.md
California (by Eleca),CHM-1 Heavy Metal,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 139/chm-1-heavy-metal.md
California (by Eleca),COD-1 Over Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 139/cod-1-over-drive.md
California Valveworks,The Bone Tender,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 139/the-bone-tender.md
Caline,CP-11 Puffer Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-11-puffer-fuzz.md
Caline,CP-12 Pure Sky,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-12-pure-sky.md
Caline,CP-15 Tantrum / Heavy Metal,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-15-tantrum-heavy-metal.md
Caline,CP-18 Orange Burst / Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-18-orange-burst-overdrive.md
Caline,CP-20 Crazy Cacti,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-20-crazy-cacti.md
Caline,CP-21 Rock Face,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-21-rock-face.md
Caline,CP-25 Highway Man OD,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-25-highway-man-od.md
Caline,CP-27 Sand Storm,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-27-sand-storm.md
Caline,CP-30 Red Devil - Heavy Metal,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-30-red-devil-heavy-metal.md
Caline,CP-32 Clear Veil,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 140/cp-32-clear-veil.md
Caline,CP-34 Headroom - Vintage Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-34-headroom-vintage-distortion.md
Caline,CP-42 Candy Floss Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-42-candy-floss-fuzz.md
Caline,CP-43 Pegasus,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-43-pegasus.md
Caline,CP-46 Fuzzy Bear,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-46-fuzzy-bear.md
Caline,CP-49 Midlander,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-49-midlander.md
Caline,CP-50 Central Station / Leon Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-50-central-station-leon-drive.md
Caline,CP-501 Osmium - High-Gain Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-501-osmium-high-gain-distortion.md
Caline,CP-501S Sathanas Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-501s-sathanas-distortion.md
Caline,CP-502 Mellow Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-502-mellow-drive.md
Caline,CP-503 Queen Bee Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 141/cp-503-queen-bee-overdrive.md
Caline,CP-504 M:Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-504-m-fuzz.md
Caline,CP-509 Stack Attack - Preamp Overdrive & Compressor,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-509-stack-attack-preamp-overdrive-compressor.md
Caline,CP-510 Jaguar - Classic High Gain Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-510-jaguar-classic-high-gain-distortion.md
Caline,CP-511 Enchanted Tone - Highly Prized Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-511-enchanted-tone-highly-prized-overdrive.md
Caline,CP-515 Carmilla - Hi Gain Distortion Machine,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-515-carmilla-hi-gain-distortion-machine.md
Caline,CP-516 Orange Burst,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-516-orange-burst.md
Caline,CP-53 Fuzzy Faace - Voodoo Octave,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-53-fuzzy-faace-voodoo-octave.md
Caline,CP-54 The Big Orange - Crushing Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-54-the-big-orange-crushing-overdrive.md
Caline,CP-56 Midlander / The Mayday - AC Tone,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-56-midlander-the-mayday-ac-tone.md
Caline,CP-65 Bass Over Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 142/cp-65-bass-over-drive.md
Caline,CP-68 Distortion + Delay,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 143/cp-68-distortion-delay.md
Caline,CP-69 High Peak Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 143/cp-69-high-peak-distortion.md
Caline,CP-70 High Chief - Crushing Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 143/cp-70-high-chief-crushing-overdrive.md
Caline,CP-74 Action Replay - Dyna Red Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 143/cp-74-action-replay-dyna-red-distortion.md
Caline,CP-75 Emerald Night - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 143/cp-75-emerald-night-overdrive.md
Caline,CP-76 Captain Silver Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 143/cp-76-captain-silver-overdrive.md
Caline,CP-77 Bounty Hunter - Heavy Metal,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 143/cp-77-bounty-hunter-heavy-metal.md
Caline,CP-78 Red Thorn Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 143/cp-78-red-thorn-distortion.md
Caline,CP-79 Wolf Pack / King Of Ga-Ga - Boost/Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 144/cp-79-wolf-pack-king-of-ga-ga-boost-overdrive.md
Caline,CP-82 The Broadsword Bass Fuzz + Boost,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 144/cp-82-the-broadsword-bass-fuzz-boost.md
Caline,CP-84 Honeycomb Tone - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 144/cp-84-honeycomb-tone-overdrive.md
Caline,CP-99 Medusa - Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 144/cp-99-medusa-overdrive.md
Caline,DCP-02 Brutus,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 145/dcp-02-brutus.md
Caline,DCP-04 Easy Driver,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 145/dcp-04-easy-driver.md
Caline,DCP-05 Key West,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 145/dcp-05-key-west.md
Caline,DCP-06 Sundance Special,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 145/dcp-06-sundance-special.md
Caline,DCP-07 Brigade,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 145/dcp-07-brigade.md
Caline,DCP-08 Nightwolf,Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 145/dcp-08-nightwolf.md
Caline,DCP-09 Tiger Shark,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 145/dcp-09-tiger-shark.md
Caline,DCP-11 Andes,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 145/dcp-11-andes.md
Caline,G-001 Tiger Eye Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 146/g-001-tiger-eye-distortion.md
Caline,G-002 Green Mamba Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 146/g-002-green-mamba-overdrive.md
Caline,G-014 Nasty Bear Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 146/g-014-nasty-bear-fuzz.md
Cameltone Electronics,Big Stuff,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 146/cameltone-big-stuff.md
Cameltone Electronics,Freak Scene,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 147/cameltone-freak-scene.md
Cameltone Electronics,The Nard,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 147/cameltone-the-nard.md
Camuro,Baci Overdrive/Distortion,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 147/camuro-baci-overdrive-distortion.md
Camuro,Caboolture Twin-Stage Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 147/camuro-caboolture-twin-stage-overdrive.md
Camuro,FAT BABY Preamp/Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 147/camuro-fat-baby-preamp-overdrive.md
Camuro,Fuzz Rosso,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 147/camuro-fuzz-rosso.md
Camuro,hachi “8” Classic Modern Fuzz/Bosster,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 147/camuro-hachi-8-classic-modern-fuzz-booster.md
Camuro,Naked Machine,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 147/camuro-naked-machine.md
Camuro,Naturale,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 147/camuro-naturale.md
Canned Monsters,Frenzy Moss,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 147/canned-monsters-frenzy-moss.md
Canned Monsters,Moonbark Overdrive MK2,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 148/canned-monsters-moonbark-overdrive-mk2.md
Canvas Analog Devices,The Metamorphosis,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 148/canvas-analog-devices-the-metamorphosis.md
Captain FX,Yeti Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 148/captain-fx-yeti-fuzz.md
Carcharias Effects,Uncle 125 Bass Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 148/carcharias-effects-uncle-125-bass-overdrive.md
Carella Guitars,Kung Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 148/carella-guitars-kung-fuzz.md
Carella Guitars,Leopard,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 148/carella-guitars-leopard.md
Carella Guitars,Overdistover,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 148/carella-guitars-overdistover.md
Carella Guitars,Overtube,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 148/carella-guitars-overtube.md
Carella Guitars,Real Tube,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 148/carella-guitars-real-tube.md
Carl Martin,AC-Tone Single,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 148/carl-martin-ac-tone-single.md
Carl Martin,DC-Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-dc-drive.md
Carl Martin,Greg Howe's Lick Box,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-greg-howes-lick-box.md
Carl Martin,Heavy Drive,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-heavy-drive.md
Carl Martin,Panama,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-panama.md
Carl Martin,PlexiRanger,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-plexiranger.md
Carl Martin,PlexiTone,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-plexitone.md
Carl Martin,PlexiTone Lo-Gain,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-plexitone-lo-gain.md
Carl Martin,PlexiTone Single,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-plexitone-single.md
Carl Martin,Purple Moon,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-purple-moon.md
Carl Martin,The Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 149/carl-martin-the-fuzz.md
Carl Martin,TOD,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 150/carl-martin-tod.md
Carlin,Carlin Compressor/Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 150/carlin-carlin-compressor-fuzz.md
Carlsbro,Carlsbro Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 150/carlsbro-carlsbro-fuzz.md
Carlsbro,Carlsbro Fuzz-Tone,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 150/carlsbro-carlsbro-fuzz-tone.md
Carlsbro,Carlsbro Suzz,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 150/carlsbro-carlsbro-suzz.md
Carlson,E20MT Heavy Metal,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 150/carlson-e20mt-heavy-metal.md
Carmedon Electronics,Alpha Centauri,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 150/carmedon-electronics-alpha-centauri.md
Caroline Guitar Company,Aaron Graves Overdrive,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 150/caroline-guitar-company-aaron-graves-overdrive.md
Caroline Guitar Company,CROM,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 150/caroline-guitar-company-crom.md
Caroline Guitar Company,Hawaiian Pizza,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 150/caroline-guitar-company-hawaiian-pizza.md
Caroline Guitar Company,Haymaker,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-haymaker.md
Caroline Guitar Company,Icarus V2,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-icarus-v2.md
Caroline Guitar Company,Icarus V2 / Icarus,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-icarus-v2-icarus.md
Caroline Guitar Company,Olympia,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-olympia.md
Caroline Guitar Company,Shigeharu,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-shigeharu.md
Caroline Guitar Company,The Blues,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-the-blues.md
Caroline Guitar Company,Wave Cannon / Cannonball,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-wave-cannon-cannonball.md
Caroline Guitar Company,Wave Cannon MKII,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-wave-cannon-mkii.md
Caroline Guitar Company,Wave Cannon MKII / Superdistorter,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-wave-cannon-mkii-superdistorter.md
Caroline Guitar Company,Wave Cannon Zero,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 151/caroline-guitar-company-wave-cannon-zero.md
Carruthers,Dyna-Soar,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 152/carruthers-dyna-soar.md
Carruthers,Dyna-Soar Lite,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 152/carruthers-dyna-soar-lite.md
Carvin,Carvin TO-1 Tube Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 152/carvin-to-1-tube-overdrive.md
Carvin,Carvin UD-1 Ultra Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 152/carvin-ud-1-ultra-distortion.md
Carvin,Carvin VLD1 Steve Vai Legacy Drive Preamp,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 152/carvin-vld1-steve-vai-legacy-drive-preamp.md
Cascade Pedals,Hosstortion,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 152/cascade-pedals-hosstortion.md
Case Study Effects Co.,Aspen One - Boost + Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 152/case-study-effects-aspen-one.md
Case Study Effects Co.,Aspen Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 152/case-study-effects-aspen-overdrive.md
Case Study Effects Co.,Germanium Aspen Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 152/case-study-effects-germanium-aspen.md
Case Study Effects Co.,Lastlight Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 152/case-study-effects-lastlight.md
Casey Gooby,Bag Of Dicks,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 153/casey-gooby-bag-of-dicks.md
Casey Gooby,Organ Donor,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 153/casey-gooby-organ-donor.md
Casimir Effects Pedals,Entropy Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 153/casimir-effects-pedals-entropy-fuzz.md
CAST Engineering,Gypsy Haze,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 153/cast-engineering-gypsy-haze.md
CAST Engineering,Mike Zito Peace Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 153/cast-engineering-mike-zito-peace-drive.md
CAST Engineering,Texas Flood,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 153/cast-engineering-texas-flood.md
CastleRock,CastleRock Bass Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 153/castlerock-bass-overdrive.md
CastleRock,CastleRock Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 153/castlerock-distortion.md
CastleRock,CastleRock Metal Driver,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 153/castlerock-metal-driver.md
CastleRock,CastleRock Overdrive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 153/castlerock-overdrive.md
Caswell Modern Electronics (CME),Boost 90 Clean Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 154/caswell-cme-boost-90-clean-drive.md
Caswell Modern Electronics (CME),Boost 98 Bass Drive,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 154/caswell-cme-boost-98-bass-drive.md
Caswell Modern Electronics (CME),Shark Mouth - Bass Synth Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 154/caswell-cme-shark-mouth-bass-synth-fuzz.md
Cat Box Customs,Bean Machine,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 154/cat-box-customs-bean-machine.md
Cat Box Customs,Bean Machine V2,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 154/cat-box-customs-bean-machine-v2.md
Cat Box Customs,Fuzz Club,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 154/cat-box-customs-fuzz-club.md
CAT Sound,Classic,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 154/cat-sound-classic.md
CAT Sound,Dancing - Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 154/cat-sound-dancing-distortion.md
CAT Sound,DriveCenter,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 154/cat-sound-drivecenter.md
CAT Sound,DriveCenter Bass,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 154/cat-sound-drivecenter-bass.md
Cat's Eye ESP,Hop Hed Fuzztone,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 155/cat-s-eye-hop-hed-fuzztone.md
Cat's Eye ESP,Hybrid Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 155/cat-s-eye-hybrid-fuzz.md
Cat's Eye ESP,Mista' Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 155/cat-s-eye-mista-fuzz.md
Cat's Eye ESP,Mutha' Fuzz,Distortion / Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 155/cat-s-eye-mutha-fuzz.md
Catalinbread Effects,Airstrip Console Pre,Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 155/catalinbread-airstrip-console-pre.md
Catalinbread Effects,Antichthon,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 155/catalinbread-antichthon.md
Catalinbread Effects,Carbide Distortion,Distortion,DONE,DONE,DONE,./research/pedals/PRP Batch 155/catalinbread-carbide-distortion.md
Catalinbread Effects,Clean Little Secret,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 155/catalinbread-clean-little-secret.md
Catalinbread Effects,Crooner Preamp,Distortion / Fuzz / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 155/catalinbread-crooner-preamp.md
Catalinbread Effects,Dirty Little Secret,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 155/catalinbread-dirty-little-secret.md
Catalinbread Effects,Dirty Little Secret Deluxe,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-dirty-little-secret-deluxe.md
Catalinbread Effects,Formula 51,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-formula-51.md
Catalinbread Effects,Formula 55,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-formula-55.md
Catalinbread Effects,Formula 5F6,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-formula-5f6.md
Catalinbread Effects,Formula No. 5,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-formula-no-5.md
Catalinbread Effects,Fuzzrite,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-fuzzrite.md
Catalinbread Effects,Fuzzrite Germanium,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-fuzzrite-germanium.md
Catalinbread Effects,Fuzzrite Germanium White,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-fuzzrite-germanium-white.md
Catalinbread Effects,Fuzzrite Mini,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-fuzzrite-mini.md
Catalinbread Effects,Galileo,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 156/catalinbread-galileo.md
Catalinbread Effects,Galileo 4K,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 157/catalinbread-galileo-4k.md
Catalinbread Effects,Galileo Red Special,Distortion / Overdrive,DONE,DONE,DONE,./research/pedals/PRP Batch 157/catalinbread-galileo-red-special.md
Catalinbread Effects,Giygas 2K Fuzz,Fuzz,DONE,DONE,DONE,./research/pedals/PRP Batch 157/catalinbread-giygas-2k-fuzz.md
